location_type,folio,role,age,IQ,female,educ,school_type
4,192,3,23,107.9634,1,9,0
4,192,3,13,108.3608,1,7,1
4,192,3,17,78.0961,1,9,0
4,193,3,4,88.01237,1,0,0
4,194,2,23,102.8473,1,9,0
4,195,2,47,99.19642,1,8,0
4,196,1,72,97.70422,0,0,0
4,196,2,66,94.07418,1,0,0
4,197,1,44,101.6476,0,6,0
4,198,1,27,103.3901,0,9,0
4,198,2,26,93.03961,1,11,0
4,198,3,0,102.7307,1,0,0
4,198,3,5,108.7368,0,0,0
4,198,3,7,105.7564,1,0,1
4,199,1,26,93.03961,0,6,0
4,200,1,31,82.08714,0,6,0
4,201,1,56,128.9144,0,16,0
4,201,2,50,128.9144,1,16,0
4,201,3,21,128.9144,0,16,0
4,201,3,29,128.9144,0,18,0
4,202,1,49,109.8098,0,6,0
4,202,2,45,122.2127,1,6,0
4,202,3,20,105.8528,1,16,2
4,203,1,23,119.445,0,9,0
4,203,2,25,119.445,1,16,0
4,204,1,34,100.0265,0,16,0
4,205,1,70,102.232,0,0,0
4,206,1,31,93.00074,0,8,0
4,206,2,31,82.08714,1,9,0
4,206,3,10,81.12314,0,4,1
4,206,3,9,95.83845,0,3,1
4,207,3,13,97.52417,0,7,1
4,208,1,50,104.8333,0,5,0
4,208,2,45,87.58001,1,3,0
4,208,3,22,115.7249,0,16,2
4,208,3,11,120.3956,0,5,1
4,208,3,9,100.1354,1,1,1
4,208,3,19,101.1473,1,16,2
4,208,3,20,111.0241,1,6,0
4,209,3,11,115.8855,0,4,1
4,210,1,14,115.654,0,8,0
4,210,2,32,115.654,1,7,0
4,211,1,67,105.8528,0,16,0
4,211,2,60,105.8528,1,7,0
4,211,3,28,105.8528,0,12,0
4,211,3,20,105.8528,1,12,0
4,212,1,31,125.8928,0,9,0
4,212,2,30,126.2995,1,6,0
4,212,3,6,125.4861,1,1,1
4,213,2,70,96.53242,1,6,0
4,214,3,2,87.2981,1,0,0
4,215,1,63,89.86331,0,2,0
4,215,2,63,79.15029,1,0,0
4,215,3,27,114.0946,1,12,0
4,215,3,22,100.8508,0,16,1
4,216,1,39,80.42661,0,12,0
4,216,2,32,110.5357,1,6,0
4,216,3,13,119.1974,0,7,1
4,216,3,4,105.3838,0,0,0
4,216,3,11,111.3755,0,5,1
4,217,1,35,105.3054,0,6,0
4,217,2,28,104.5267,1,6,0
4,217,3,8,129.1963,0,1,1
4,217,3,0,113.0095,0,0,0
4,217,3,2,113.0095,1,0,0
4,218,3,28,114.7474,0,18,2
4,219,1,38,100.8465,0,16,0
4,220,1,42,112.3668,0,6,0
4,220,2,43,83.27953,1,0,0
4,220,3,17,104.5959,0,3,0
4,220,3,21,96.47766,0,9,0
4,220,3,11,88.8251,0,5,1
4,220,3,4,101.5144,0,0,0
4,220,3,13,113.7791,0,4,1
4,220,3,15,96.72904,0,3,0
4,220,3,18,116.0622,0,3,0
4,221,1,39,80.42661,0,4,0
4,221,2,41,110.1271,1,9,0
4,221,3,9,87.24451,0,2,1
4,221,3,21,101.8838,1,6,0
4,222,1,61,106.256,0,0,0
4,222,2,55,92.63499,1,0,0
4,222,3,32,66.7573,0,8,0
4,222,3,21,90.70622,0,12,0
4,222,3,18,91.12164,0,7,0
4,222,3,25,83.98714,0,8,0
4,223,1,42,81.56279,0,9,0
4,224,3,0,109.1267,0,0,0
4,225,1,36,94.72971,0,12,0
4,225,2,34,79.06451,1,9,0
4,225,3,12,118.7893,1,7,1
4,225,3,7,109.8562,0,2,1
4,226,2,28,104.5267,1,8,0
4,226,3,9,108.7294,1,2,1
4,226,3,2,106.2178,1,0,0
4,226,3,11,111.3755,1,3,1
4,227,1,43,83.27953,0,3,0
4,227,2,36,99.62268,1,3,0
4,227,3,19,106.411,0,9,0
4,227,3,8,116.1759,1,1,1
4,228,1,24,81.41301,0,16,0
4,228,2,60,90.73564,1,6,0
4,229,1,34,115.7481,0,9,0
4,229,2,34,120.9886,1,9,0
4,229,3,8,120.516,0,2,1
4,229,3,11,111.3755,0,5,1
4,229,3,6,87.34369,1,0,0
4,230,1,21,91.07153,0,16,0
4,231,1,33,93.54218,0,6,0
4,231,2,28,89.19555,1,4,0
4,231,3,2,91.36887,0,0,0
4,232,3,11,111.3755,1,6,1
4,233,3,25,124.6693,1,16,0
4,234,1,47,96.0741,0,12,0
4,234,2,44,79.16835,1,9,0
4,234,3,16,98.11289,1,9,0
4,234,3,21,89.56378,0,9,0
4,235,1,29,129.7946,0,9,0
4,235,2,28,130.0786,1,9,0
4,235,3,3,129.9366,0,0,0
4,235,3,3,129.9366,0,0,0
4,236,2,42,107.2328,1,12,0
4,237,3,11,102.3553,0,5,1
4,238,2,27,108.7423,1,9,0
4,239,3,21,112.696,0,9,0
4,240,2,31,98.45754,1,9,0
4,241,3,2,80.93634,0,0,0
4,241,3,5,106.8595,1,0,0
4,242,1,45,76.23115,0,16,0
4,242,2,35,76.23115,1,16,0
4,243,1,44,112.9297,0,6,0
4,244,1,20,85.16763,0,12,0
4,244,2,21,101.8838,1,12,0
4,244,3,2,93.5257,0,0,0
4,244,3,1,93.5257,1,0,0
4,245,1,35,105.3054,0,16,0
4,245,2,35,76.23115,1,0,0
4,245,3,2,90.7683,1,0,0
4,246,1,49,109.8098,0,9,0
4,246,2,30,84.60413,1,3,0
4,246,3,8,90.13512,1,0,1
4,246,3,1,94.84969,0,0,0
4,247,1,55,129.8222,0,2,0
4,247,2,54,76.10536,1,2,0
4,247,3,19,105.6768,0,6,0
4,247,3,27,108.4646,1,9,0
4,247,3,16,114.7245,0,6,0
4,248,1,22,125.6409,0,10,0
4,248,2,22,105.8089,1,9,0
4,248,3,3,115.7249,1,0,0
4,248,3,2,115.7249,0,0,0
4,249,3,15,96.72904,1,8,1
4,249,3,17,93.99596,1,3,0
4,250,3,0,98.51868,0,0,0
4,251,1,34,118.2408,0,6,0
4,252,1,87,98.12227,0,2,0
4,253,2,35,100.4597,1,9,0
4,253,3,6,104.2959,1,0,0
4,254,1,56,124.9146,0,0,0
4,255,1,50,79.56449,0,9,0
4,255,2,50,89.67201,1,0,0
4,255,3,25,114.2208,0,12,0
4,255,3,18,88.83881,0,12,2
4,255,3,23,82.38258,0,0,0
4,256,1,52,122.5868,0,16,0
4,256,2,51,90.89711,1,16,0
4,256,3,20,116.1953,1,16,1
4,257,1,43,83.27953,0,9,0
4,258,1,34,105.267,0,11,0
4,258,2,31,82.08714,1,9,0
4,258,3,10,102.4752,0,4,2
4,258,3,8,116.1759,1,1,2
4,259,1,28,110.6637,0,16,0
4,260,1,59,87.86299,0,0,0
4,260,2,53,79.44172,1,0,0
4,261,1,44,127.9047,0,9,0
4,261,2,39,115.0893,1,8,0
4,261,3,7,109.8562,1,1,1
4,261,3,9,117.3233,0,3,1
4,261,3,15,80.65739,1,9,0
4,262,1,42,122.6348,0,12,0
4,263,1,61,83.37454,0,0,0
4,263,2,59,87.86299,1,0,0
4,263,3,28,89.19555,0,6,0
4,263,3,29,92.94862,0,9,0
4,264,1,68,104.7162,0,16,0
4,264,2,68,117.7275,1,9,0
4,265,2,51,90.89711,1,2,0
4,266,1,73,120.6377,0,3,0
4,267,1,37,100.4587,0,12,0
4,267,2,32,110.5357,1,9,0
4,267,3,8,98.81538,1,2,1
4,267,3,6,91.58173,1,0,0
4,267,3,13,97.52417,1,8,1
4,268,1,13,97.69709,0,6,0
4,268,2,41,85.88586,1,2,0
4,269,1,68,110.0595,0,6,0
4,270,1,29,103.476,0,9,0
4,270,2,62,95.1256,1,4,0
4,271,1,40,129.5237,0,9,0
4,272,3,10,111.016,0,5,1
4,273,2,58,120.2301,1,12,0
4,274,1,34,115.0362,0,16,0
4,275,3,18,72.50478,0,6,0
4,276,1,58,136.7325,0,16,0
4,276,2,55,135.9164,1,16,0
4,276,3,17,93.99596,1,10,2
4,277,1,31,98.45754,0,9,0
4,278,3,22,90.93482,1,9,0
4,279,3,1,79.05286,0,0,0
4,280,3,20,90.33891,1,9,0
4,281,2,55,86.59398,1,0,0
4,282,1,15,80.73657,0,5,0
4,283,1,43,103.4466,0,3,0
4,283,2,34,94.78603,1,5,0
4,283,3,7,101.6566,1,3,1
4,283,3,11,75.29488,0,3,1
4,283,3,13,124.6157,0,7,1
4,284,1,33,69.0684,0,16,0
4,285,2,51,90.89711,1,2,0
4,286,1,50,109.8871,0,16,0
4,287,3,23,113.0796,1,16,0
4,288,2,33,113.0689,1,9,0
4,288,3,16,111.0363,1,9,1
4,289,1,32,125.8906,0,9,0
4,289,2,29,98.21233,1,9,0
4,290,2,52,127.7676,1,6,0
4,291,3,3,114.6175,0,0,0
4,292,1,29,98.93047,0,5,0
4,292,2,30,95.02796,1,3,0
4,292,3,13,108.3608,1,7,1
4,292,3,8,103.1555,1,1,1
4,292,3,4,98.93047,0,0,0
4,292,3,9,117.3233,0,2,1
4,292,3,11,70.78481,1,4,1
4,293,2,53,111.0965,1,9,0
4,293,3,18,99.72818,1,10,0
4,294,1,43,125.0217,0,12,0
4,294,2,40,95.44296,1,16,0
4,294,3,3,102.0991,1,0,0
4,294,3,15,112.3283,0,9,0
4,295,1,63,80.9022,0,2,0
4,296,1,51,105.5693,0,9,0
4,297,2,22,90.93482,1,9,0
4,298,1,62,117.7048,0,4,0
4,298,2,59,117.7048,1,6,0
4,298,3,23,117.7048,0,16,0
4,299,1,57,86.11153,0,6,0
4,300,3,18,105.1729,1,12,1
4,301,1,34,105.267,0,11,0
4,301,2,32,95.18082,1,9,0
4,301,3,12,100.681,1,5,1
4,301,3,9,74.35359,0,2,1
4,302,1,67,89.38211,0,16,0
4,302,2,62,123.0329,1,12,0
4,303,1,39,95.28203,0,12,0
4,303,2,29,114.0035,1,16,0
4,303,3,1,104.6427,1,0,0
4,304,1,29,87.6849,0,9,0
4,304,2,34,94.78603,1,12,0
4,304,3,4,90.86868,0,0,0
4,304,3,8,90.13512,1,2,1
4,304,3,2,90.86868,0,0,0
4,305,1,25,82.87546,0,6,0
4,306,1,35,100.4597,0,9,0
4,307,2,20,121.3666,1,9,0
4,307,3,1,117.7306,0,0,0
4,308,1,55,86.59398,0,6,0
4,309,1,35,102.2254,0,5,0
4,309,2,31,103.9143,1,6,0
4,309,3,13,97.52417,1,5,1
4,309,3,11,115.8855,1,5,1
4,309,3,1,102.2254,0,0,0
4,309,3,14,91.57751,0,8,1
4,310,2,43,88.3213,1,6,0
4,310,3,15,107.4435,1,6,0
4,310,3,13,86.68757,1,6,1
4,311,3,4,116.8772,0,0,0
4,312,1,41,100.4206,0,16,0
4,312,3,13,119.6234,0,7,0
4,312,3,17,103.5694,0,10,0
4,313,2,31,82.08714,1,5,0
4,314,3,4,82.64948,1,0,0
4,315,1,77,78.59847,0,4,0
4,315,2,77,114.7109,1,1,0
4,316,1,70,95.21983,0,6,0
4,316,2,63,95.21983,1,5,0
4,317,2,51,111.69,1,2,0
4,317,3,11,115.8855,1,4,1
4,318,1,30,121.0876,0,16,0
4,318,2,25,103.7724,1,6,0
4,318,3,7,118.0559,1,0,2
4,318,3,8,116.1759,0,1,2
4,318,3,2,114.7729,1,0,0
4,319,1,43,108.4884,0,0,0
4,319,2,40,103.0991,1,3,0
4,319,3,17,99.29592,0,9,1
4,319,3,11,97.84525,1,4,1
4,319,3,13,92.10587,1,5,1
4,319,3,18,72.50478,1,9,0
4,319,3,9,100.1354,1,3,1
4,320,2,22,95.89283,1,8,0
4,321,3,26,87.92274,1,16,0
4,322,1,69,112.3176,0,11,0
4,322,2,66,112.3176,1,9,0
4,323,2,38,138.9905,1,16,0
4,324,3,1,111.4184,1,0,0
4,325,1,25,103.7724,0,11,0
4,325,2,23,103.7724,1,9,0
4,325,3,1,103.7724,0,0,0
4,326,1,43,79.37816,0,3,0
4,326,2,44,87.97152,1,3,0
4,326,3,17,79.37816,0,9,0
4,326,3,26,79.37816,0,0,0
4,326,3,11,70.78481,1,3,1
4,327,3,13,97.52417,1,7,1
4,328,1,54,104.3208,0,9,0
4,328,2,50,119.9946,1,9,0
4,328,3,31,114.8279,1,16,0
4,328,3,24,108.2806,0,9,0
4,328,3,30,74.18028,0,8,0
4,329,2,50,74.51073,1,12,0
4,330,1,30,103.2843,0,16,0
4,330,2,33,93.54218,1,16,0
4,330,3,9,113.0263,1,3,2
4,330,3,2,103.2843,0,0,0
4,331,2,32,69.58932,1,9,0
4,332,3,4,85.24701,0,0,0
4,333,1,23,112.0296,0,7,0
4,334,2,42,107.2328,1,12,0
4,335,2,27,76.62905,1,9,0
4,336,1,42,127.7688,0,9,0
4,336,2,38,120.7907,1,8,0
4,336,3,9,121.6203,0,4,2
4,336,3,7,97.55672,1,2,1
4,336,3,8,107.4956,1,3,1
4,337,1,43,133.6973,0,12,0
4,338,1,37,90.11713,0,3,0
4,338,2,36,89.83673,1,9,0
4,338,3,7,85.25719,1,2,1
4,338,3,6,83.10564,0,0,0
4,339,3,19,101.1473,0,12,0
4,340,1,55,97.5545,0,6,0
4,341,1,47,104.7076,0,16,0
4,341,2,43,108.4884,1,11,0
4,341,3,17,88.69601,0,12,2
4,342,3,20,116.1953,1,16,0
4,343,1,62,122.4907,0,12,0
4,343,3,27,108.7423,0,8,0
4,344,2,28,114.7474,1,6,0
4,344,3,6,100.0578,0,0,0
4,344,3,2,97.48549,1,0,0
4,345,1,34,126.2291,0,9,0
4,345,2,30,74.18028,1,4,0
4,345,3,0,93.13766,1,0,0
4,345,3,7,77.0575,0,0,1
4,345,3,5,96.68002,0,0,0
4,345,3,9,91.54147,1,3,1
4,345,3,2,93.13766,1,0,0
4,346,2,36,99.62268,1,6,0
4,347,2,34,94.78603,1,9,0
4,348,1,38,100.8465,0,16,0
4,349,1,31,109.3711,0,16,0
4,349,2,31,114.8279,1,16,0
4,350,1,55,86.59398,0,4,0
4,350,2,62,84.17956,1,0,0
4,350,3,31,102.8286,1,9,0
4,350,3,28,119.8578,1,9,0
4,351,1,26,103.4298,0,9,0
4,352,1,21,64.04092,0,9,0
4,353,1,28,99.4163,0,9,0
4,353,2,27,103.3901,1,9,0
4,353,3,9,113.0263,0,3,1
4,353,3,3,105.2776,0,0,0
4,353,3,1,105.2776,0,0,0
4,354,1,36,114.3016,0,6,0
4,354,2,32,90.06252,1,9,0
4,354,3,16,111.0363,1,11,1
4,354,3,4,108.3896,1,0,0
4,355,1,38,110.8186,0,6,0
4,355,2,39,85.37842,1,6,0
4,355,3,14,118.3061,1,7,1
4,355,3,8,111.8358,0,1,1
4,356,1,33,127.7139,0,6,0
4,356,2,33,117.9505,1,6,0
4,356,3,3,119.5636,0,0,0
4,356,3,9,113.0263,0,3,1
4,357,1,38,80.9022,0,4,0
4,357,3,14,86.2318,1,5,1
4,358,3,2,102.756,1,0,0
4,359,2,49,83.75928,1,1,0
4,360,1,30,115.8756,0,9,0
4,360,2,24,86.96153,1,6,0
4,360,3,4,112.2664,1,0,0
4,360,3,6,133.9622,1,2,0
4,360,3,1,112.2664,1,0,0
4,361,1,58,131.3979,0,6,0
4,362,2,18,94.2835,1,16,0
4,363,2,30,100.2399,1,6,0
4,364,2,68,119.445,1,6,0
4,364,3,25,119.445,1,12,0
4,365,1,45,112.3176,0,16,0
4,365,3,14,118.3061,1,7,2
4,366,1,41,110.1271,0,12,0
4,366,3,15,96.72904,0,9,1
4,367,1,63,116.6459,0,4,0
4,368,3,4,106.9335,0,0,0
4,369,1,25,93.32391,0,9,0
4,369,2,25,98.54813,1,9,0
4,369,3,4,91.65923,0,0,0
4,369,3,6,83.10564,0,0,0
4,370,3,36,119.1946,0,9,0
4,371,2,30,105.4518,1,9,0
4,372,2,72,100.4851,1,2,0
4,373,3,9,136.7619,1,3,0
4,374,1,53,79.44172,0,2,0
4,374,2,39,75.4748,1,6,0
4,374,3,17,77.45826,1,0,0
4,375,3,3,90.32614,0,0,0
4,376,1,56,102.3548,0,6,0
4,377,2,28,119.8578,1,9,0
4,377,3,6,108.5339,0,0,0
4,377,3,3,114.1959,0,0,0
4,378,1,37,105.492,0,16,0
4,378,2,37,80.32524,1,10,0
4,378,3,10,111.016,1,4,1
4,378,3,7,93.45687,1,0,1
4,378,3,13,124.6157,0,7,1
4,379,2,42,112.3668,1,9,0
4,380,1,18,99.38961,0,7,0
4,380,2,49,99.38961,1,1,0
4,381,1,42,86.69679,0,11,0
4,381,2,41,110.1271,1,9,0
4,381,3,18,121.5069,1,16,1
4,381,3,13,108.3608,1,6,1
4,382,1,29,103.476,0,16,0
4,382,2,27,92.68569,1,16,0
4,382,3,7,97.55672,1,0,0
4,382,3,0,97.90615,1,0,0
4,383,1,66,94.30592,0,3,0
4,383,2,66,94.30592,1,9,0
4,383,3,28,94.30592,1,9,0
4,384,1,53,100.5449,0,6,0
4,385,1,38,82.9747,0,6,0
4,385,2,22,76.0004,1,12,0
4,385,3,2,95.46078,1,0,0
4,385,3,3,79.29642,0,0,0
4,386,2,27,87.33348,1,9,0
4,386,3,4,102.1926,0,0,0
4,386,3,5,108.7368,0,0,0
4,387,1,56,113.6347,0,12,0
4,388,3,4,96.67323,0,0,0
4,389,1,22,105.8089,0,12,0
4,389,2,22,81.01879,1,9,0
4,389,3,0,93.41383,1,0,0
4,390,3,0,108.0578,1,0,0
4,391,1,52,91.50198,0,6,0
4,391,2,42,107.2328,1,2,0
4,391,3,12,109.7351,1,6,1
4,391,3,13,102.9425,1,7,1
4,392,1,44,102.9465,0,6,0
4,393,1,30,89.97558,0,6,0
4,393,2,30,89.81604,1,6,0
4,393,3,8,90.13512,1,2,1
4,393,3,0,89.97558,0,0,0
4,393,3,1,89.97558,0,0,0
4,394,2,44,107.9381,1,16,0
4,395,1,36,94.72971,0,9,0
4,396,1,55,97.5545,0,8,0
4,396,2,55,97.5545,1,6,0
4,397,2,70,129.1001,1,12,0
4,398,1,64,99.73419,0,0,0
4,399,1,51,111.69,0,3,0
4,400,1,30,105.4518,0,10,0
4,401,1,76,92.62524,0,3,0
4,401,2,79,79.65484,1,0,0
4,401,3,41,81.62792,1,12,0
4,401,3,47,63.198,1,12,0
4,402,1,32,100.5189,0,9,0
4,402,2,33,93.54218,1,6,0
4,402,3,3,100.5189,1,0,0
4,402,3,8,107.4956,1,1,1
4,403,1,32,105.4174,0,16,0
4,404,1,24,113.6103,0,6,0
4,405,1,57,102.2915,0,0,0
4,405,2,45,87.58001,1,1,0
4,405,3,23,97.73109,0,9,0
4,406,2,32,120.7723,1,12,0
4,407,1,52,101.003,0,0,0
4,407,2,47,112.1993,1,6,0
4,408,1,60,100.6299,0,6,0
4,408,2,29,108.7397,1,16,0
4,409,1,29,103.476,0,12,0
4,409,3,3,103.476,1,0,0
4,410,1,49,120.2301,0,9,0
4,411,3,34,84.30502,0,6,0
4,412,2,23,118.1958,1,11,0
4,413,3,15,113.6689,0,8,0
4,414,1,27,114.0946,0,9,0
4,414,2,17,115.1958,1,8,0
4,415,1,37,99.37487,0,16,0
4,416,1,21,107.2899,0,12,0
4,416,2,19,101.1473,1,9,0
4,416,3,0,104.2186,1,0,0
4,417,3,7,93.45687,1,1,1
4,418,1,14,92.29703,0,8,0
4,418,2,40,66.45659,1,16,0
4,419,1,28,114.7474,0,6,0
4,420,1,56,136.1945,0,4,0
4,421,3,1,112.7598,0,0,0
4,422,1,40,103.0991,0,11,0
4,422,2,35,114.9969,1,10,0
4,422,3,8,116.1759,1,2,1
4,422,3,15,112.8007,1,8,1
4,422,3,12,105.2081,1,6,1
4,423,2,38,90.87434,1,6,0
4,423,3,16,105.6718,1,9,0
4,423,3,13,119.1974,1,6,2
4,423,3,18,105.1729,0,8,0
4,423,3,17,88.69601,0,9,0
4,424,1,52,101.8636,0,16,0
4,424,2,48,123.5626,1,16,0
4,424,3,24,118.9401,1,16,2
4,424,3,21,112.696,0,16,2
4,424,3,14,112.9604,1,16,2
4,425,2,44,87.97152,1,0,0
4,426,1,22,100.8508,0,16,0
4,427,1,39,104.407,0,12,0
4,427,2,40,97.81416,1,12,0
4,427,3,16,105.6718,1,9,1
4,427,3,12,109.7351,0,5,1
4,428,1,52,101.8636,0,6,0
4,428,2,51,101.2415,1,3,0
4,428,3,20,116.1953,0,11,1
4,428,3,21,85.66541,0,7,0
4,429,1,59,111.802,0,3,0
4,429,2,61,109.6006,1,3,0
4,429,3,29,114.0035,1,8,0
4,429,3,35,111.802,0,6,0
4,430,2,26,113.8199,1,6,0
4,431,2,56,99.81471,1,9,0
4,432,1,37,95.42532,0,6,0
4,432,3,11,115.8855,0,5,1
4,432,3,7,97.55672,0,0,1
4,432,3,15,102.0863,1,8,1
4,433,2,40,97.81416,1,6,0
4,434,1,27,108.7423,0,9,0
4,434,2,25,93.32391,1,9,0
4,434,3,7,109.8562,0,1,1
4,435,3,9,91.54147,1,2,1
4,436,1,22,95.89283,0,9,0
4,437,1,77,110.9519,0,12,0
4,438,1,49,120.2301,0,12,0
4,438,3,18,126.9516,0,10,2
4,439,1,21,130.1021,0,11,0
4,440,1,79,104.5874,0,0,0
4,441,1,29,98.21233,0,9,0
4,441,3,9,82.94753,1,2,1
4,441,3,4,87.81145,1,0,0
4,441,3,7,93.45687,1,9,0
4,442,1,6,108.5339,0,0,0
4,443,1,49,113.943,0,6,0
4,443,2,50,99.77953,1,6,0
4,443,3,22,120.6829,1,9,0
4,443,3,26,113.943,0,9,0
4,444,1,49,115.7249,0,11,0
4,445,1,39,105.1856,0,3,0
4,445,2,33,103.3055,1,4,0
4,445,3,17,109.8958,1,9,0
4,445,3,12,109.7351,1,5,1
4,445,3,10,102.4752,0,2,1
4,446,1,37,108.8302,0,16,0
4,447,1,37,115.5588,0,16,0
4,447,2,36,128.9805,1,16,0
4,447,3,12,100.681,1,9,2
4,448,1,44,108.1723,0,9,0
4,448,2,34,118.7646,1,12,0
4,449,2,31,98.45754,1,9,0
4,450,3,1,125.8928,0,0,0
4,451,2,56,85.43499,1,6,0
4,452,1,34,94.78603,0,9,0
4,453,1,29,114.0035,0,12,0
4,453,2,21,85.66541,1,12,0
4,454,1,56,102.3548,0,6,0
4,455,1,22,95.89283,0,16,0
4,455,2,19,111.6746,1,10,0
4,455,3,0,103.7837,1,0,0
4,456,3,4,108.8151,1,0,0
4,457,3,15,101.8125,0,8,0
4,458,3,7,126.2556,1,0,1
4,459,1,46,75.6835,0,9,0
4,459,2,30,74.18028,1,6,0
4,459,3,2,85.64568,0,0,0
4,459,3,6,100.0578,1,0,1
4,459,3,5,92.66109,0,0,0
4,460,2,34,89.54552,1,6,0
4,460,3,10,106.7456,1,3,1
4,461,2,74,100.2656,1,9,0
4,462,2,46,85.17896,1,6,0
4,462,3,18,116.0622,1,11,1
4,462,3,26,119.015,0,16,0
4,462,3,24,118.9401,0,16,0
4,463,2,63,95.21983,1,5,0
4,464,1,52,96.68279,0,0,0
4,464,2,49,120.2301,1,3,0
4,464,3,18,126.9516,1,9,0
4,464,3,29,114.0035,1,16,0
4,465,2,67,120.9013,1,0,0
4,466,1,32,110.5357,0,7,0
4,467,3,2,113.93,0,0,0
4,467,3,8,116.1759,1,2,1
4,468,1,57,118.4714,0,6,0
4,468,2,50,79.56449,1,6,0
4,468,3,27,114.0946,1,9,0
4,468,3,21,101.8838,0,9,0
4,468,3,25,124.6693,0,9,0
4,469,1,35,110.1512,0,6,0
4,469,2,60,116.4049,1,0,0
4,470,1,41,130.603,0,12,0
4,471,1,47,102.4448,0,6,0
4,471,3,21,91.07153,0,16,1
4,471,3,23,92.61492,1,9,0
4,471,3,25,114.2208,1,16,1
4,471,3,17,115.1958,0,11,1
4,471,3,12,109.7351,1,6,1
4,472,1,34,94.78603,0,9,0
4,472,3,12,105.2081,0,5,1
4,472,3,2,88.60008,0,0,0
4,472,3,9,74.35359,0,1,1
4,472,3,9,74.35359,0,1,1
4,472,3,7,89.35703,0,0,1
4,473,1,1,110.6637,0,0,0
4,473,2,30,110.6637,1,9,0
4,474,1,40,113.6689,0,16,0
4,474,2,38,110.8186,1,12,0
4,474,3,11,93.33517,1,5,1
4,474,3,12,91.6268,1,6,1
4,474,3,6,117.01,0,0,0
4,475,1,52,132.9484,0,6,0
4,475,2,52,117.406,1,6,0
4,475,3,16,125.1772,0,9,0
4,476,2,61,78.12933,1,0,0
4,477,1,23,123.3119,0,12,0
4,477,2,47,124.1186,1,16,0
4,478,1,22,105.8089,0,11,0
4,479,1,53,74.16592,0,6,0
4,480,3,9,108.7294,0,3,2
4,481,2,35,95.61401,1,2,0
4,482,1,56,97.95733,0,16,0
4,482,2,56,107.9948,1,6,0
4,482,3,20,111.0241,1,16,1
4,482,3,21,74.85316,1,16,1
4,483,3,17,120.4957,0,10,1
4,484,2,65,88.59834,1,0,0
4,485,2,40,108.384,1,3,0
4,486,1,69,89.65257,0,4,0
4,487,1,57,111.2472,0,9,0
4,487,2,52,117.406,1,6,0
4,487,3,28,111.2472,0,9,0
4,487,3,16,105.6718,1,12,2
4,488,2,51,122.0865,1,16,0
4,489,1,68,98.866,0,12,0
4,490,2,48,118.7393,1,16,0
4,490,3,10,93.93436,1,4,1
4,490,3,12,91.6268,1,8,1
4,490,3,14,112.9604,1,8,1
4,491,1,29,98.21233,0,9,0
4,492,3,17,99.29592,0,8,0
4,493,1,40,124.2388,0,16,0
4,493,2,38,110.8186,1,9,0
4,493,3,2,122.2747,0,0,0
4,493,3,10,123.8272,1,6,2
4,493,3,9,130.2142,1,4,2
4,494,1,74,76.67446,0,0,0
4,494,2,40,76.67446,1,0,0
4,495,1,25,121.5295,0,9,0
4,495,2,43,113.4455,1,9,0
4,496,1,43,111.9075,0,12,0
4,496,2,40,103.0991,1,12,0
4,496,3,6,121.248,0,0,0
4,496,3,1,111.9075,0,0,0
4,497,1,48,103.1272,0,9,0
4,497,2,48,99.44627,1,9,0
4,497,3,24,124.2698,0,16,0
4,497,3,21,85.66541,0,16,0
4,498,1,45,117.2652,0,9,0
4,498,2,42,107.2328,1,9,0
4,499,1,36,109.4086,0,8,0
4,500,1,30,79.3922,0,6,0
4,500,3,12,73.51846,0,3,0
4,500,3,10,102.4752,0,3,1
4,500,3,9,82.94753,1,3,1
4,501,2,49,94.59962,1,9,0
4,502,1,38,115.8047,0,9,0
4,502,2,39,120.0411,1,16,0
4,502,3,5,88.64217,1,0,0
4,503,1,26,103.4298,0,16,0
4,503,3,1,108.2547,0,0,0
4,504,3,2,90.33603,0,0,0
4,505,1,19,80.09274,0,9,0
4,506,1,55,86.59398,0,6,0
4,506,3,13,102.9425,0,6,1
4,507,2,38,105.8325,1,12,0
4,508,1,54,105.197,0,2,0
4,509,1,27,81.98127,0,9,0
4,510,2,47,84.26592,1,3,0
4,510,3,18,93.04258,1,9,0
4,510,3,17,93.04258,0,9,0
4,510,3,13,102.9425,0,6,1
4,511,1,44,107.9381,0,4,0
4,511,2,44,87.97152,1,0,0
4,511,3,15,91.37183,1,8,1
4,511,3,21,95.76048,0,9,0
4,512,3,9,91.54147,0,3,1
4,513,3,1,75.59775,1,0,0
4,514,3,12,118.7893,0,6,1
4,515,1,22,81.01879,0,5,0
4,515,2,21,69.44704,1,6,0
4,515,3,3,75.23291,1,0,0
4,516,1,32,110.5357,0,9,0
4,517,1,52,71.17354,0,6,0
4,518,1,48,118.7393,0,6,0
4,518,2,37,125.6255,1,0,0
4,519,1,58,126.0633,0,16,0
4,520,1,53,105.4124,0,5,0
4,521,3,1,111.21,1,0,0
4,522,1,44,117.9214,0,7,0
4,522,2,42,112.3668,1,8,0
4,522,3,19,115.6115,1,12,0
4,522,3,13,119.1974,0,6,1
4,523,2,54,76.30341,1,0,0
4,524,1,37,82.47604,0,16,0
4,524,2,65,82.47604,1,0,0
4,525,1,65,94.72063,0,7,0
4,525,2,61,93.86497,1,4,0
4,525,3,24,102.9508,1,9,0
4,526,3,27,128.9144,1,12,0
